" Single Year Age Groups for Custom Region - Germany"
Country,Year,Age,"Both Sexes Population","Male Population","Female Population","Percent Both Sexes","Percent Male","Percent Female","Sex Ratio"
Germany,2010,30-30,986168,498217,487951,1.2,1.2,1.2,102.1
Germany,2010,31-31,955133,483284,471849,1.2,1.2,1.1,102.4
Germany,2010,32-32,948245,479940,468305,1.2,1.2,1.1,102.5
Germany,2010,33-33,939155,475604,463551,1.2,1.2,1.1,102.6
Germany,2010,34-34,921484,467063,454421,1.1,1.2,1.1,102.8
Germany,2010,35-35,915594,465152,450442,1.1,1.2,1.1,103.3
Germany,2010,36-36,929827,470747,459080,1.1,1.2,1.1,102.5
Germany,2010,37-37,981364,496913,484451,1.2,1.2,1.2,102.6
Germany,2010,38-38,1093762,556399,537363,1.3,1.4,1.3,103.5
Germany,2010,39-39,1176645,598232,578413,1.4,1.5,1.4,103.4
Germany,2010,40-40,1246027,633645,612382,1.5,1.6,1.5,103.5
Germany,2010,41-41,1326418,676124,650294,1.6,1.7,1.6,104.0
Germany,2010,42-42,1376051,701334,674717,1.7,1.7,1.6,103.9
Germany,2010,43-43,1409456,718882,690574,1.7,1.8,1.7,104.1
Germany,2010,44-44,1430902,732180,698722,1.8,1.8,1.7,104.8
Germany,2010,45-45,1449195,742849,706346,1.8,1.9,1.7,105.2
Germany,2010,46-46,1458130,746941,711189,1.8,1.9,1.7,105.0
Germany,2010,47-47,1428624,729758,698866,1.7,1.8,1.7,104.4
Germany,2010,48-48,1391166,706811,684355,1.7,1.8,1.6,103.3
Germany,2010,49-49,1357952,688063,669889,1.7,1.7,1.6,102.7
Germany,2010,50-50,1318798,668085,650713,1.6,1.7,1.6,102.7
Germany,2010,51-51,1265492,640830,624662,1.6,1.6,1.5,102.6
Germany,2010,52-52,1220481,617130,603351,1.5,1.5,1.5,102.3
Germany,2010,53-53,1191147,600530,590617,1.5,1.5,1.4,101.7
Germany,2010,54-54,1156302,580671,575631,1.4,1.4,1.4,100.9
Germany,2010,55-55,1128841,563578,565263,1.4,1.4,1.4,99.7
Germany,2010,56-56,1103433,547346,556087,1.4,1.4,1.3,98.4
Germany,2010,57-57,1087294,537710,549584,1.3,1.3,1.3,97.8
Germany,2010,58-58,1073241,529750,543491,1.3,1.3,1.3,97.5
Germany,2010,59-59,1063190,524557,538633,1.3,1.3,1.3,97.4
Germany,2010,60-60,1046173,516727,529446,1.3,1.3,1.3,97.6
Germany,2010,61-61,984504,486888,497616,1.2,1.2,1.2,97.8
Germany,2010,62-62,914013,451188,462825,1.1,1.1,1.1,97.5
Germany,2010,63-63,828402,407007,421395,1.0,1.0,1.0,96.6
Germany,2010,64-64,730048,356324,373724,0.9,0.9,0.9,95.3
Germany,2010,65-65,795216,385601,409615,1.0,1.0,1.0,94.1
Germany,2010,66-66,909892,440506,469386,1.1,1.1,1.1,93.8
Germany,2010,67-67,897829,433405,464424,1.1,1.1,1.1,93.3
Germany,2010,68-68,969051,464491,504560,1.2,1.2,1.2,92.1
Germany,2010,69-69,1079283,512886,566397,1.3,1.3,1.4,90.6
Germany,2010,70-70,1085844,511527,574317,1.3,1.3,1.4,89.1
Germany,2010,71-71,1026878,479405,547473,1.3,1.2,1.3,87.6
Germany,2010,72-72,946385,438075,508310,1.2,1.1,1.2,86.2
Germany,2010,73-73,886746,405213,481533,1.1,1.0,1.2,84.2
Germany,2010,74-74,843487,380595,462892,1.0,0.9,1.1,82.2
Germany,2010,75-75,782943,348708,434235,1.0,0.9,1.0,80.3
Germany,2010,76-76,666960,292921,374039,0.8,0.7,0.9,78.3
Germany,2010,77-77,577284,248801,328483,0.7,0.6,0.8,75.7
Germany,2010,78-78,562109,237795,324314,0.7,0.6,0.8,73.3
Germany,2010,79-79,561104,232846,328258,0.7,0.6,0.8,70.9
Germany,2010,80-80,544003,221780,322223,0.7,0.6,0.8,68.8
Germany,2010,81-81,506919,202761,304158,0.6,0.5,0.7,66.7
Germany,2010,82-82,458548,176119,282429,0.6,0.4,0.7,62.4
Germany,2010,83-83,410527,146358,264169,0.5,0.4,0.6,55.4
Germany,2010,84-84,375933,124035,251898,0.5,0.3,0.6,49.2
Germany,2010,85-89,1329575,376416,953159,1.6,0.9,2.3,39.5
Germany,2010,90-94,408246,100456,307790,0.5,0.3,0.7,32.6
Germany,2010,95-99,153827,32429,121398,0.2,0.1,0.3,26.7
Germany,2010,100+,24798,4537,20261,0.0,0.0,0.0,22.4
Germany,2011,Total,81471834,40014040,41457794,100.0,100.0,100.0,96.5
Germany,2011,0+,674413,346103,328310,0.8,0.9,0.8,105.4
Germany,2011,1-1,676126,347058,329068,0.8,0.9,0.8,105.5
Germany,2011,2-2,680480,349085,331395,0.8,0.9,0.8,105.3
Germany,2011,3-3,684721,351371,333350,0.8,0.9,0.8,105.4
Germany,2011,4-4,680796,349909,330887,0.8,0.9,0.8,105.7
Germany,2011,5-5,680886,349669,331217,0.8,0.9,0.8,105.6
Germany,2011,6-6,696496,357324,339172,0.9,0.9,0.8,105.4
Germany,2011,7-7,706275,362442,343833,0.9,0.9,0.8,105.4
Germany,2011,8-8,713036,366048,346988,0.9,0.9,0.8,105.5
Germany,2011,9-9,727563,373825,353738,0.9,0.9,0.9,105.7
Germany,2011,10-10,755218,387654,367564,0.9,1.0,0.9,105.5
Germany,2011,11-11,773707,396615,377092,0.9,1.0,0.9,105.2
Germany,2011,12-12,784680,402346,382334,1.0,1.0,0.9,105.2
Germany,2011,13-13,805222,413097,392125,1.0,1.0,0.9,105.3
Germany,2011,14-14,812016,416844,395172,1.0,1.0,1.0,105.5
Germany,2011,15-15,793122,406895,386227,1.0,1.0,0.9,105.4
Germany,2011,16-16,787613,403981,383632,1.0,1.0,0.9,105.3
Germany,2011,17-17,811944,416672,395272,1.0,1.0,1.0,105.4
Germany,2011,18-18,841413,431000,410413,1.0,1.1,1.0,105.0
Germany,2011,19-19,870503,445487,425016,1.1,1.1,1.0,104.8
Germany,2011,20-20,935017,477978,457039,1.1,1.2,1.1,104.6
Germany,2011,21-21,979808,500266,479542,1.2,1.3,1.2,104.3
Germany,2011,22-22,994373,507424,486949,1.2,1.3,1.2,104.2
Germany,2011,23-23,1003335,512478,490857,1.2,1.3,1.2,104.4
Germany,2011,24-24,994806,507105,487701,1.2,1.3,1.2,104.0
Germany,2011,25-25,973844,494957,478887,1.2,1.2,1.2,103.4
Germany,2011,26-26,961023,487710,473313,1.2,1.2,1.1,103.0
Germany,2011,27-27,961537,487416,474121,1.2,1.2,1.1,102.8
Germany,2011,28-28,978998,495551,483447,1.2,1.2,1.2,102.5
Germany,2011,29-29,993121,501853,491268,1.2,1.3,1.2,102.2
Germany,2011,30-30,1004413,507419,496994,1.2,1.3,1.2,102.1
Germany,2011,31-31,985714,497666,488048,1.2,1.2,1.2,102.0
Germany,2011,32-32,954669,482724,471945,1.2,1.2,1.1,102.3
Germany,2011,33-33,947768,479367,468401,1.2,1.2,1.1,102.3
Germany,2011,34-34,938648,475024,463624,1.2,1.2,1.1,102.5
Germany,2011,35-35,920633,466289,454344,1.1,1.2,1.1,102.6
Germany,2011,36-36,914405,464152,450253,1.1,1.2,1.1,103.1
Germany,2011,37-37,928586,469705,458881,1.1,1.2,1.1,102.4
Germany,2011,38-38,980007,495808,484199,1.2,1.2,1.2,102.4
Germany,2011,39-39,1092223,555191,537032,1.3,1.4,1.3,103.4
Germany,2011,40-40,1174876,596883,577993,1.4,1.5,1.4,103.3
Germany,2011,41-41,1244007,632145,611862,1.5,1.6,1.5,103.3
Germany,2011,42-42,1324156,674474,649682,1.6,1.7,1.6,103.8
Germany,2011,43-43,1373527,699524,674003,1.7,1.7,1.6,103.8
Germany,2011,44-44,1406661,716898,689763,1.7,1.8,1.7,103.9
Germany,2011,45-45,1427974,730101,697873,1.8,1.8,1.7,104.6
Germany,2011,46-46,1445998,740604,705394,1.8,1.9,1.7,105.0
Germany,2011,47-47,1454507,744440,710067,1.8,1.9,1.7,104.8
Germany,2011,48-48,1424760,727089,697671,1.7,1.8,1.7,104.2
Germany,2011,49-49,1386975,703918,683057,1.7,1.8,1.6,103.1
Germany,2011,50-50,1353472,685010,668462,1.7,1.7,1.6,102.5
Germany,2011,51-51,1314190,664956,649234,1.6,1.7,1.6,102.4
Germany,2011,52-52,1260601,637502,623099,1.5,1.6,1.5,102.3
Germany,2011,53-53,1215263,613571,601692,1.5,1.5,1.5,102.0
Germany,2011,54-54,1185632,596744,588888,1.5,1.5,1.4,101.3
Germany,2011,55-55,1150434,576751,573683,1.4,1.4,1.4,100.5
Germany,2011,56-56,1122571,559458,563113,1.4,1.4,1.4,99.4
Germany,2011,57-57,1096794,542996,553798,1.3,1.4,1.3,98.0
Germany,2011,58-58,1080170,533078,547092,1.3,1.3,1.3,97.4
Germany,2011,59-59,1065588,524763,540825,1.3,1.3,1.3,97.0
Germany,2011,60-60,1054700,519062,535638,1.3,1.3,1.3,96.9
Germany,2011,61-61,1036601,510574,526027,1.3,1.3,1.3,97.1
Germany,2011,62-62,974937,480761,494176,1.2,1.2,1.2,97.3
Germany,2011,63-63,904532,445118,459414,1.1,1.1,1.1,96.9
Germany,2011,64-64,818953,400949,418004,1.0,1.0,1.0,95.9
Germany,2011,65-65,721162,350601,370561,0.9,0.9,0.9,94.6
Germany,2011,66-66,784836,378894,405942,1.0,0.9,1.0,93.3
Germany,2011,67-67,897322,432432,464890,1.1,1.1,1.1,93.0
Germany,2011,68-68,884443,424850,459593,1.1,1.1,1.1,92.4
Germany,2011,69-69,953165,454383,498782,1.2,1.1,1.2,91.1
Germany,2011,70-70,1060428,501034,559394,1.3,1.3,1.3,89.6
Germany,2011,71-71,1065346,498820,566526,1.3,1.2,1.4,88.0
Germany,2011,72-72,1005336,466227,539109,1.2,1.2,1.3,86.5
Germany,2011,73-73,923799,424462,499337,1.1,1.1,1.2,85.0
Germany,2011,74-74,863215,391152,472063,1.1,1.0,1.1,82.9
Germany,2011,75-75,819054,366265,452789,1.0,0.9,1.1,80.9
Germany,2011,76-76,757577,334220,423357,0.9,0.8,1.0,78.9
Germany,2011,77-77,642660,279284,363376,0.8,0.7,0.9,76.9
Germany,2011,78-78,553716,235918,317798,0.7,0.6,0.8,74.2
Germany,2011,79-79,536554,224213,312341,0.7,0.6,0.8,71.8
Germany,2011,80-80,532482,218345,314137,0.7,0.5,0.8,69.5
Germany,2011,81-81,511580,206189,305391,0.6,0.5,0.7,67.5
Germany,2011,82-82,472934,186831,286103,0.6,0.5,0.7,65.3
Germany,2011,83-83,425394,161206,264188,0.5,0.4,0.6,61.0
Germany,2011,84-84,377703,132770,244933,0.5,0.3,0.6,54.2
Germany,2011,85-89,1335249,392699,942550,1.6,1.0,2.3,41.7
Germany,2011,90-94,481502,120808,360694,0.6,0.3,0.9,33.5
Germany,2011,95-99,142928,30617,112311,0.2,0.1,0.3,27.3
Germany,2011,100+,26412,4943,21469,0.0,0.0,0.1,23.0
Germany,2012,Total,81305856,39947330,41358526,100.0,100.0,100.0,96.6
Germany,2012,0+,675135,346456,328679,0.8,0.9,0.8,105.4
Germany,2012,1-1,675426,346643,328783,0.8,0.9,0.8,105.4
Germany,2012,2-2,677203,347629,329574,0.8,0.9,0.8,105.5
Germany,2012,3-3,681606,349683,331923,0.8,0.9,0.8,105.4
Germany,2012,4-4,685874,351989,333885,0.8,0.9,0.8,105.4
Germany,2012,5-5,680983,350023,330960,0.8,0.9,0.8,105.8
Germany,2012,6-6,680123,349283,330840,0.8,0.9,0.8,105.6
Germany,2012,7-7,695737,356939,338798,0.9,0.9,0.8,105.4
Germany,2012,8-8,705518,362059,343459,0.9,0.9,0.8,105.4
Germany,2012,9-9,712275,365662,346613,0.9,0.9,0.8,105.5
Germany,2012,10-10,727135,373612,353523,0.9,0.9,0.9,105.7
Germany,2012,11-11,755175,387627,367548,0.9,1.0,0.9,105.5
Germany,2012,12-12,773658,396583,377075,1.0,1.0,0.9,105.2
Germany,2012,13-13,784627,402313,382314,1.0,1.0,0.9,105.2
Germany,2012,14-14,805146,413054,392092,1.0,1.0,0.9,105.3
Germany,2012,15-15,813417,417369,396048,1.0,1.0,1.0,105.4
Germany,2012,16-16,795802,407954,387848,1.0,1.0,0.9,105.2
Germany,2012,17-17,790251,405009,385242,1.0,1.0,0.9,105.1
Germany,2012,18-18,814514,417641,396873,1.0,1.0,1.0,105.2
Germany,2012,19-19,843930,431920,412010,1.0,1.1,1.0,104.8
Germany,2012,20-20,876063,447775,428288,1.1,1.1,1.0,104.5
Germany,2012,21-21,943208,481532,461676,1.2,1.2,1.1,104.3
Germany,2012,22-22,987987,503814,484173,1.2,1.3,1.2,104.1
Germany,2012,23-23,1002542,510961,491581,1.2,1.3,1.2,103.9
Germany,2012,24-24,1011484,516002,495482,1.2,1.3,1.2,104.1
Germany,2012,25-25,999684,509307,490377,1.2,1.3,1.2,103.9
Germany,2012,26-26,975878,495914,479964,1.2,1.2,1.2,103.3
Germany,2012,27-27,963047,488668,474379,1.2,1.2,1.1,103.0
Germany,2012,28-28,963575,488385,475190,1.2,1.2,1.1,102.8
Germany,2012,29-29,981021,496497,484524,1.2,1.2,1.2,102.5
Germany,2012,30-30,993880,502031,491849,1.2,1.3,1.2,102.1
Germany,2012,31-31,1004031,506880,497151,1.2,1.3,1.2,102.0
Germany,2012,32-32,985316,497113,488203,1.2,1.2,1.2,101.8
Germany,2012,33-33,954267,482166,472101,1.2,1.2,1.1,102.1
Germany,2012,34-34,947339,478803,468536,1.2,1.2,1.1,102.2
Germany,2012,35-35,937851,474273,463578,1.2,1.2,1.1,102.3
Germany,2012,36-36,919495,465332,454163,1.1,1.2,1.1,102.5
Germany,2012,37-37,913225,463159,450066,1.1,1.2,1.1,102.9
Germany,2012,38-38,927324,468672,458652,1.1,1.2,1.1,102.2
Germany,2012,39-39,978622,494709,483913,1.2,1.2,1.2,102.2
Germany,2012,40-40,1090594,553942,536652,1.3,1.4,1.3,103.2
Germany,2012,41-41,1172998,595484,577514,1.4,1.5,1.4,103.1
Germany,2012,42-42,1241910,630614,611296,1.5,1.6,1.5,103.2
Germany,2012,43-43,1321768,672760,649008,1.6,1.7,1.6,103.7
Germany,2012,44-44,1370858,697632,673226,1.7,1.7,1.6,103.6
Germany,2012,45-45,1403853,714902,688951,1.7,1.8,1.7,103.8
Germany,2012,46-46,1424905,727934,696971,1.8,1.8,1.7,104.4
Germany,2012,47-47,1442493,738169,704324,1.8,1.8,1.7,104.8
Germany,2012,48-48,1450669,741778,708891,1.8,1.9,1.7,104.6
Germany,2012,49-49,1420567,724180,696387,1.7,1.8,1.7,104.0
Germany,2012,50-50,1382508,700859,681649,1.7,1.8,1.6,102.8
Germany,2012,51-51,1348853,681861,666992,1.7,1.7,1.6,102.2
Germany,2012,52-52,1309229,661572,647657,1.6,1.7,1.6,102.1
Germany,2012,53-53,1255334,633896,621438,1.5,1.6,1.5,102.0
Germany,2012,54-54,1209757,609774,599983,1.5,1.5,1.5,101.6
Germany,2012,55-55,1179724,592785,586939,1.5,1.5,1.4,101.0
Germany,2012,56-56,1144140,572604,571536,1.4,1.4,1.4,100.2
Germany,2012,57-57,1115914,555081,560833,1.4,1.4,1.4,99.0
Germany,2012,58-58,1089710,538385,551325,1.3,1.3,1.3,97.7
Germany,2012,59-59,1072577,528128,544449,1.3,1.3,1.3,97.0
Germany,2012,60-60,1057231,519343,537888,1.3,1.3,1.3,96.6
Germany,2012,61-61,1045262,512977,532285,1.3,1.3,1.3,96.4
Germany,2012,62-62,1026774,504265,522509,1.3,1.3,1.3,96.5
Germany,2012,63-63,965070,474415,490655,1.2,1.2,1.2,96.7
Germany,2012,64-64,894477,438634,455843,1.1,1.1,1.1,96.2
Germany,2012,65-65,809264,394672,414592,1.0,1.0,1.0,95.2
Germany,2012,66-66,711828,344534,367294,0.9,0.9,0.9,93.8
Germany,2012,67-67,774053,371954,402099,1.0,0.9,1.0,92.5
Germany,2012,68-68,884153,424005,460148,1.1,1.1,1.1,92.1
Germany,2012,69-69,870063,415665,454398,1.1,1.0,1.1,91.5
Germany,2012,70-70,936616,443940,492676,1.2,1.1,1.2,90.1
Germany,2012,71-71,1040582,488693,551889,1.3,1.2,1.3,88.5
Germany,2012,72-72,1043218,485242,557976,1.3,1.2,1.3,87.0
Germany,2012,73-73,981613,451893,529720,1.2,1.1,1.3,85.3
Germany,2012,74-74,899534,409890,489644,1.1,1.0,1.2,83.7
Germany,2012,75-75,838450,376565,461885,1.0,0.9,1.1,81.5
Germany,2012,76-76,792788,351197,441591,1.0,0.9,1.1,79.5
Germany,2012,77-77,730294,318833,411461,0.9,0.8,1.0,77.5
Germany,2012,78-78,616719,264985,351734,0.8,0.7,0.9,75.3
Germany,2012,79-79,528818,222578,306240,0.7,0.6,0.7,72.7
Germany,2012,80-80,509498,210384,299114,0.6,0.5,0.7,70.3
Germany,2012,81-81,501172,203154,298018,0.6,0.5,0.7,68.2
Germany,2012,82-82,477762,190165,287597,0.6,0.5,0.7,66.1
Germany,2012,83-83,439144,171181,267963,0.5,0.4,0.6,63.9
Germany,2012,84-84,391716,146403,245313,0.5,0.4,0.6,59.7
Germany,2012,85-89,1346686,414732,931954,1.7,1.0,2.3,44.5
Germany,2012,90-94,548728,139898,408830,0.7,0.4,1.0,34.2
Germany,2012,95-99,128282,27926,100356,0.2,0.1,0.2,27.8
Germany,2012,100+,28326,5426,22900,0.0,0.0,0.1,23.7
Germany,2013,Total,81147265,39877075,41270190,100.0,100.0,100.0,96.6
Germany,2013,0+,676741,347301,329440,0.8,0.9,0.8,105.4
Germany,2013,1-1,676145,346995,329150,0.8,0.9,0.8,105.4
Germany,2013,2-2,676506,347216,329290,0.8,0.9,0.8,105.4
Germany,2013,3-3,678326,348226,330100,0.8,0.9,0.8,105.5
Germany,2013,4-4,682760,350301,332459,0.8,0.9,0.8,105.4
Germany,2013,5-5,686310,352220,334090,0.8,0.9,0.8,105.4
Germany,2013,6-6,680446,349746,330700,0.8,0.9,0.8,105.8
Germany,2013,7-7,679593,349007,330586,0.8,0.9,0.8,105.6
Germany,2013,8-8,695205,356664,338541,0.9,0.9,0.8,105.4
Germany,2013,9-9,704985,361782,343203,0.9,0.9,0.8,105.4
Germany,2013,10-10,712187,365609,346578,0.9,0.9,0.8,105.5
Germany,2013,11-11,727379,373733,353646,0.9,0.9,0.9,105.7
Germany,2013,12-12,755412,387742,367670,0.9,1.0,0.9,105.5
Germany,2013,13-13,773891,396699,377192,1.0,1.0,0.9,105.2
Germany,2013,14-14,784837,402417,382420,1.0,1.0,0.9,105.2
Germany,2013,15-15,806517,413530,392987,1.0,1.0,1.0,105.2
Germany,2013,16-16,816260,418409,397851,1.0,1.0,1.0,105.2
Germany,2013,17-17,798607,408968,389639,1.0,1.0,0.9,105.0
Germany,2013,18-18,792998,405969,387029,1.0,1.0,0.9,104.9
Germany,2013,19-19,817211,418556,398655,1.0,1.0,1.0,105.0
Germany,2013,20-20,849420,434045,415375,1.0,1.1,1.0,104.5
Germany,2013,21-21,884588,451262,433326,1.1,1.1,1.0,104.1
Germany,2013,22-22,951709,485004,466705,1.2,1.2,1.1,103.9
Germany,2013,23-23,996467,507268,489199,1.2,1.3,1.2,103.7
Germany,2013,24-24,1011001,514401,496600,1.2,1.3,1.2,103.6
Germany,2013,25-25,1017363,518393,498970,1.3,1.3,1.2,103.9
Germany,2013,26-26,1002279,510365,491914,1.2,1.3,1.2,103.8
Germany,2013,27-27,978473,496979,481494,1.2,1.2,1.2,103.2
Germany,2013,28-28,965661,489748,475913,1.2,1.2,1.2,102.9
Germany,2013,29-29,966180,489447,476733,1.2,1.2,1.2,102.7
Germany,2013,30-30,982261,496827,485434,1.2,1.2,1.2,102.3
Germany,2013,31-31,993857,501610,492247,1.2,1.3,1.2,101.9
Germany,2013,32-32,1003979,506437,497542,1.2,1.3,1.2,101.8
Germany,2013,33-33,985253,496659,488594,1.2,1.2,1.2,101.7
Germany,2013,34-34,954188,481714,472474,1.2,1.2,1.1,102.0
Germany,2013,35-35,946490,477931,468559,1.2,1.2,1.1,102.0
Germany,2013,36-36,936641,473204,463437,1.2,1.2,1.1,102.1
Germany,2013,37-37,918250,464233,454017,1.1,1.2,1.1,102.3
Germany,2013,38-38,911915,462028,449887,1.1,1.2,1.1,102.7
Germany,2013,39-39,925925,467498,458427,1.1,1.2,1.1,102.0
Germany,2013,40-40,977304,493625,483679,1.2,1.2,1.2,102.1
Germany,2013,41-41,1089010,552696,536314,1.3,1.4,1.3,103.1
Germany,2013,42-42,1171192,594102,577090,1.4,1.5,1.4,102.9
Germany,2013,43-43,1239843,629072,610771,1.5,1.6,1.5,103.0
Germany,2013,44-44,1319389,671016,648373,1.6,1.7,1.6,103.5
Germany,2013,45-45,1368430,695872,672558,1.7,1.7,1.6,103.5
Germany,2013,46-46,1401162,712963,688199,1.7,1.8,1.7,103.6
Germany,2013,47-47,1421783,725730,696053,1.8,1.8,1.7,104.3
Germany,2013,48-48,1439021,735722,703299,1.8,1.8,1.7,104.6
Germany,2013,49-49,1446745,739019,707726,1.8,1.9,1.7,104.4
Germany,2013,50-50,1416222,721201,695021,1.7,1.8,1.7,103.8
Germany,2013,51-51,1378026,697802,680224,1.7,1.7,1.6,102.6
Germany,2013,52-52,1344005,678558,665447,1.7,1.7,1.6,102.0
Germany,2013,53-53,1304008,658006,646002,1.6,1.7,1.6,101.9
Germany,2013,54-54,1249895,630147,619748,1.5,1.6,1.5,101.7
Germany,2013,55-55,1203924,605843,598081,1.5,1.5,1.4,101.3
Germany,2013,56-56,1173456,588638,584818,1.4,1.5,1.4,100.7
Germany,2013,57-57,1137537,568239,569298,1.4,1.4,1.4,99.8
Germany,2013,58-58,1108892,550483,558409,1.4,1.4,1.4,98.6
Germany,2013,59-59,1082240,533499,548741,1.3,1.3,1.3,97.2
Germany,2013,60-60,1064209,522714,541495,1.3,1.3,1.3,96.5
Germany,2013,61-61,1047863,513308,534555,1.3,1.3,1.3,96.0
Germany,2013,62-62,1035454,506691,528763,1.3,1.3,1.3,95.8
Germany,2013,63-63,1016515,497683,518832,1.3,1.2,1.3,95.9
Germany,2013,64-64,954484,467592,486892,1.2,1.2,1.2,96.0
Germany,2013,65-65,884127,431904,452223,1.1,1.1,1.1,95.5
Germany,2013,66-66,799045,388007,411038,1.0,1.0,1.0,94.4
Germany,2013,67-67,702118,338252,363866,0.9,0.8,0.9,93.0
Germany,2013,68-68,762747,364709,398038,0.9,0.9,1.0,91.6
Germany,2013,69-69,869976,414946,455030,1.1,1.0,1.1,91.2
Germany,2013,70-70,855073,406176,448897,1.1,1.0,1.1,90.5
Germany,2013,71-71,919199,433074,486125,1.1,1.1,1.2,89.1
Germany,2013,72-72,1019149,475502,543647,1.3,1.2,1.3,87.5
Germany,2013,73-73,1018849,470474,548375,1.3,1.2,1.3,85.8
Germany,2013,74-74,956111,436545,519566,1.2,1.1,1.3,84.0
Germany,2013,75-75,873985,394769,479216,1.1,1.0,1.2,82.4
Germany,2013,76-76,811835,361232,450603,1.0,0.9,1.1,80.2
Germany,2013,77-77,764553,335205,429348,0.9,0.8,1.0,78.1
Germany,2013,78-78,701179,302706,398473,0.9,0.8,1.0,76.0
Germany,2013,79-79,589324,250181,339143,0.7,0.6,0.8,73.8
Germany,2013,80-80,502463,208988,293475,0.6,0.5,0.7,71.2
Germany,2013,81-81,479939,195903,284036,0.6,0.5,0.7,69.0
Germany,2013,82-82,468514,187541,280973,0.6,0.5,0.7,66.7
Germany,2013,83-83,444103,174409,269694,0.5,0.4,0.7,64.7
Germany,2013,84-84,404813,155636,249177,0.5,0.4,0.6,62.5
Germany,2013,85-89,1379296,448552,930744,1.7,1.1,2.3,48.2
Germany,2013,90-94,598994,154230,444764,0.7,0.4,1.1,34.7
Germany,2013,95-99,116490,25808,90682,0.1,0.1,0.2,28.5
Germany,2013,100+,30558,5962,24596,0.0,0.0,0.1,24.2
Germany,2014,Total,80996685,39802357,41194328,100.0,100.0,100.0,96.6
Germany,2014,0+,679383,348642,330741,0.8,0.9,0.8,105.4
Germany,2014,1-1,677901,347919,329982,0.8,0.9,0.8,105.4
Germany,2014,2-2,677372,347647,329725,0.8,0.9,0.8,105.4
Germany,2014,3-3,677780,347893,329887,0.8,0.9,0.8,105.5
Germany,2014,4-4,679627,348922,330705,0.8,0.9,0.8,105.5
Germany,2014,5-5,683358,350624,332734,0.8,0.9,0.8,105.4
Germany,2014,6-6,686187,352153,334034,0.8,0.9,0.8,105.4
Germany,2014,7-7,680329,349681,330648,0.8,0.9,0.8,105.8
Germany,2014,8-8,679476,348942,330534,0.8,0.9,0.8,105.6
Germany,2014,9-9,695086,356598,338488,0.9,0.9,0.8,105.4
Germany,2014,10-10,705341,361996,343345,0.9,0.9,0.8,105.4
Germany,2014,11-11,712985,366046,346939,0.9,0.9,0.8,105.5
Germany,2014,12-12,728176,374167,354009,0.9,0.9,0.9,105.7
Germany,2014,13-13,756199,388173,368026,0.9,1.0,0.9,105.5
Germany,2014,14-14,774661,397122,377539,1.0,1.0,0.9,105.2
Germany,2014,15-15,787241,403410,383831,1.0,1.0,0.9,105.1
Germany,2014,16-16,810076,414891,395185,1.0,1.0,1.0,105.0
Germany,2014,17-17,819774,419737,400037,1.0,1.1,1.0,104.9
Germany,2014,18-18,802065,410246,391819,1.0,1.0,1.0,104.7
Germany,2014,19-19,796418,407209,389209,1.0,1.0,0.9,104.6
